loan_status,grade,sub_grade,verification_status,purpose,term,initial_list_status,emp_length,home_ownership,application_type,loan_amnt,annual_inc,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,mort_acc,pub_rec_bankruptcies,issue_d,earliest_cr_line,installment,int_rate,fico_range_low,fico_range_high,last_pymnt_amnt,last_pymnt_d,total_rec_int,addr_state,zip_code
Current,B,B2,Not Verified,other,60 months,w,10+ years,MORTGAGE,JOINT,11010.00,127438.83,0.1892,2,0,1,0,20995.96,31.6970,12,3,0,Nov-2021,Jul-2019,252.04,20.7495,613,617,274.89,Mar-2023,1277.96,TX,420xx
Fully Paid,A,A2,Verified,major_purchase,60 months,w,10+ years,MORTGAGE,JOINT,21315.00,107166.92,0.1440,1,2,8,0,28392.77,40.9682,31,3,0,Jan-2014,Jan-1984,486.11,20.4645,636,640,480.20,Oct-2014,2212.77,GA,315xx
Current,D,D2,Not Verified,small_business,36 months,f,1 year,RENT,INDIVIDUAL,8975.00,212825.04,0.1677,1,2,5,1,12939.35,40.2506,27,3,0,Jul-2018,Nov-1988,296.45,21.0094,714,718,286.76,Aug-2018,409.38,IL,362xx
Fully Paid,D,D3,Source Verified,car,36 months,f,7 years,RENT,INDIVIDUAL,34657.00,47471.45,0.2427,0,2,10,0,1665.97,36.6235,17,0,0,Oct-2022,Sep-1998,1169.73,23.8954,628,632,1189.32,Nov-2023,2170.25,NC,808xx
Fully Paid,E,E3,Verified,other,36 months,w,10+ years,OWN,JOINT,6421.00,79066.63,0.2612,1,3,12,0,22661.40,15.2114,13,1,0,Jan-2016,Nov-1992,196.02,11.0018,601,605,202.71,Oct-2016,344.49,NY,119xx
Current,A,A3,Source Verified,home_improvement,60 months,w,8 years,RENT,INDIVIDUAL,14538.00,200668.66,0.1316,2,1,18,1,4401.25,40.2094,36,2,0,Jun-2018,Nov-1988,307.55,14.9610,670,674,313.99,Jan-2019,1142.31,TX,603xx
Fully Paid,B,B4,Verified,vacation,60 months,w,1 year,OWN,INDIVIDUAL,13355.00,180623.23,0.3370,1,0,9,0,6631.67,68.8797,26,2,0,Oct-2019,Dec-1999,331.90,27.2849,808,812,322.94,Oct-2020,1723.78,NJ,442xx
Fully Paid,F,F1,Source Verified,debt_consolidation,36 months,f,8 years,RENT,JOINT,39117.00,37350.66,0.2254,2,1,3,0,25560.97,39.5909,8,5,0,Nov-2019,Aug-1996,1310.02,22.8484,643,647,1324.73,Oct-2020,2080.67,FL,192xx
Current,A,A1,Not Verified,vacation,36 months,f,5 years,ANY,INDIVIDUAL,4862.00,22536.75,0.2348,1,4,9,1,23107.74,25.3070,32,3,0,Jun-2016,Nov-2000,142.49,6.1193,594,598,155.56,Jun-2016,50.92,IL,569xx
Current,C,C3,Not Verified,credit_card,36 months,f,3 years,ANY,INDIVIDUAL,22230.00,194707.28,0.1430,0,2,10,0,2258.22,51.3686,19,1,1,Nov-2019,Feb-1992,734.76,21.0988,593,597,762.09,Aug-2020,1956.80,TX,978xx
Current,F,F2,Verified,house,36 months,w,7 years,OWN,JOINT,3013.00,153388.27,0.2743,2,1,6,0,3371.34,56.5769,32,0,0,Oct-2017,Mar-2000,92.82,12.1202,719,723,90.19,Jan-2019,215.98,CA,734xx
Current,A,A2,Source Verified,house,60 months,f,4 years,OWN,INDIVIDUAL,37400.00,220230.25,0.1513,2,0,15,0,23791.40,65.6460,38,1,0,Aug-2022,Apr-1992,811.61,16.7802,739,743,827.19,Dec-2022,311.02,IL,825xx
Current,F,F5,Not Verified,wedding,36 months,f,9 years,ANY,INDIVIDUAL,12953.00,78728.50,0.0569,1,3,14,0,8529.32,28.1297,25,5,0,Nov-2020,Oct-2002,412.38,16.2369,593,597,417.19,Sep-2021,1249.64,IL,742xx
Current,B,B4,Not Verified,moving,36 months,f,6 years,OWN,JOINT,4456.00,231713.78,0.2374,2,3,11,1,11771.88,48.2884,26,3,0,Sep-2017,Jan-2001,133.25,8.5012,713,717,150.77,Sep-2017,139.78,GA,669xx
Current,F,F2,Not Verified,renewable_energy,60 months,f,< 1 year,MORTGAGE,JOINT,36699.00,88888.68,0.2741,2,2,7,1,17066.86,92.2364,12,2,0,Dec-2021,Mar-1998,847.80,21.4489,591,595,852.53,Feb-2023,4466.17,AZ,948xx
Fully Paid,C,C2,Not Verified,home_improvement,36 months,f,1 year,ANY,INDIVIDUAL,27247.00,136788.51,0.2417,1,1,12,1,14170.48,59.3046,16,7,0,Oct-2022,Mar-2017,900.95,21.1535,792,796,880.22,Jul-2023,2368.71,NY,820xx
Current,D,D4,Source Verified,renewable_energy,36 months,w,3 years,ANY,JOINT,19082.00,112678.88,0.2995,1,3,11,1,4691.56,43.9339,28,2,0,May-2015,Feb-1986,608.97,16.5430,824,828,591.78,Dec-2015,1415.91,NJ,721xx
Current,F,F2,Source Verified,house,36 months,w,5 years,MORTGAGE,INDIVIDUAL,29904.00,163673.81,0.3615,1,0,10,0,16581.48,53.1436,19,3,0,Feb-2022,Oct-2012,878.38,6.3821,726,730,903.47,Apr-2022,333.66,NY,877xx
Fully Paid,A,A4,Not Verified,moving,36 months,f,9 years,OWN,INDIVIDUAL,34444.00,64269.12,0.3139,1,1,12,0,2855.46,39.3408,15,3,0,Jun-2018,Nov-2014,1145.67,21.9364,822,826,1119.98,Jun-2019,249.20,WA,101xx
Current,C,C1,Not Verified,small_business,36 months,f,4 years,ANY,INDIVIDUAL,14325.00,129671.29,0.2169,0,1,9,0,7773.02,47.0688,15,3,0,Aug-2017,Jan-1993,475.28,21.6011,789,793,480.74,Apr-2018,191.17,FL,831xx
Current,G,G5,Not Verified,moving,36 months,w,1 year,RENT,INDIVIDUAL,4149.00,30295.51,0.1858,0,3,12,0,16352.34,56.5970,12,1,0,Nov-2021,Mar-2015,143.52,27.2502,595,599,139.26,Mar-2022,306.40,NJ,140xx
Current,C,C2,Source Verified,home_improvement,60 months,f,< 1 year,ANY,INDIVIDUAL,26233.00,192503.28,0.2213,1,1,7,0,13824.29,32.1923,12,3,0,Dec-2021,Aug-2006,613.51,22.4007,608,612,609.61,Aug-2022,2690.50,NC,178xx
Charged Off,D,D4,Not Verified,wedding,36 months,f,2 years,MORTGAGE,INDIVIDUAL,12093.00,68162.03,0.0653,2,6,4,1,4108.05,44.2554,11,6,0,Nov-2020,Jan-2005,413.47,25.6524,632,636,428.54,Dec-2021,1671.54,NJ,743xx
Current,C,C4,Source Verified,home_improvement,60 months,w,4 years,MORTGAGE,INDIVIDUAL,19018.00,178939.29,0.1800,1,3,17,1,3071.39,54.4065,18,0,0,May-2020,Feb-1993,468.19,26.5045,719,723,438.59,Feb-2021,1989.52,IL,178xx
Fully Paid,B,B5,Source Verified,debt_consolidation,36 months,f,5 years,RENT,INDIVIDUAL,34135.00,227150.79,0.0616,2,3,4,0,26636.61,64.4381,7,0,0,Sep-2015,Aug-1995,1032.72,9.9045,719,723,1059.25,Jul-2016,577.77,TX,848xx
Current,A,A3,Source Verified,moving,60 months,w,5 years,ANY,INDIVIDUAL,29252.00,134031.62,0.2349,1,4,5,0,16629.86,38.1950,8,2,0,Dec-2022,Apr-1992,681.60,22.1147,588,592,674.25,Feb-2023,1026.38,GA,627xx
Current,F,F4,Source Verified,car,60 months,f,6 years,RENT,JOINT,6523.00,148960.69,0.0734,1,0,6,1,13976.72,41.7856,20,5,0,Apr-2018,Mar-2002,149.37,20.7739,766,770,141.62,May-2018,366.52,NJ,111xx
In Grace Period,A,A4,Source Verified,car,60 months,f,4 years,RENT,INDIVIDUAL,4629.00,157718.40,0.2275,1,2,11,1,16701.91,54.8716,13,2,1,Jul-2015,Jun-1986,113.01,25.8193,660,664,117.35,Dec-2016,111.41,NY,931xx
Current,C,C3,Source Verified,home_improvement,60 months,w,1 year,RENT,JOINT,14267.00,188456.06,0.0546,1,3,10,0,2479.16,59.6457,21,4,0,Sep-2015,Jan-2014,307.63,16.3191,830,834,316.05,Dec-2016,173.91,NY,259xx
Fully Paid,C,C1,Source Verified,car,36 months,w,3 years,RENT,JOINT,3809.00,37372.66,0.1324,0,5,3,0,11831.37,74.3654,4,0,0,Sep-2015,Jan-1997,118.06,12.8696,748,752,103.88,Oct-2015,112.22,AZ,376xx
Fully Paid,B,B3,Source Verified,credit_card,36 months,w,4 years,OWN,INDIVIDUAL,27493.00,200375.61,0.2338,1,1,12,1,29117.77,43.2519,19,3,0,Jan-2017,Mar-2013,892.14,18.6883,603,607,894.26,May-2018,1736.44,GA,140xx
Fully Paid,E,E3,Verified,other,60 months,w,3 years,ANY,INDIVIDUAL,6377.00,110848.52,0.1230,1,1,12,1,8775.24,43.8272,25,2,0,Jun-2014,May-1988,138.36,16.7690,786,790,144.69,Sep-2015,581.70,NJ,370xx
Fully Paid,F,F1,Not Verified,wedding,36 months,f,5 years,ANY,INDIVIDUAL,2279.00,34018.18,0.1154,2,1,15,0,14424.02,53.6133,32,2,0,Sep-2019,Oct-2012,76.05,22.3623,767,771,90.36,Jan-2020,75.46,TX,268xx
Current,G,G2,Not Verified,credit_card,36 months,w,2 years,MORTGAGE,INDIVIDUAL,22207.00,163756.78,0.2190,2,1,3,1,27016.16,40.7619,8,7,0,Apr-2015,Nov-1999,652.77,6.4682,628,632,647.32,Aug-2016,696.57,CA,438xx
Fully Paid,B,B1,Verified,major_purchase,36 months,w,9 years,RENT,INDIVIDUAL,9059.00,157990.88,0.1882,1,1,22,1,32257.25,79.0081,28,4,0,Mar-2021,Aug-2009,285.66,15.0229,752,756,280.18,Aug-2022,178.17,FL,129xx
Fully Paid,A,A1,Verified,medical,60 months,f,3 years,MORTGAGE,INDIVIDUAL,38967.00,58171.30,0.2268,2,3,12,0,720.53,71.0487,34,6,0,Oct-2020,Mar-1999,745.00,8.1734,653,657,729.77,Jan-2022,368.49,AZ,579xx
Fully Paid,F,F4,Not Verified,debt_consolidation,60 months,w,1 year,RENT,INDIVIDUAL,17745.00,44070.36,0.2350,2,4,9,0,12301.30,54.0828,26,3,0,Jun-2019,Aug-2008,436.52,26.4423,800,804,417.87,Apr-2020,256.84,NC,322xx
Current,B,B5,Source Verified,vacation,60 months,f,9 years,OWN,INDIVIDUAL,37599.00,98102.74,0.0658,2,6,6,1,6190.57,62.8355,15,4,0,Jan-2018,Jun-2010,756.85,11.5433,700,704,766.52,Nov-2018,1188.15,NC,656xx
Current,C,C5,Verified,other,36 months,w,7 years,RENT,JOINT,34146.00,186089.29,0.1192,2,1,5,0,34744.25,37.8853,9,0,0,Sep-2017,Apr-2015,1059.28,12.9775,760,764,1092.16,Apr-2018,1347.55,IL,881xx
Fully Paid,B,B5,Source Verified,moving,36 months,f,8 years,MORTGAGE,INDIVIDUAL,29381.00,135494.87,0.1153,0,3,13,0,26628.31,72.0318,40,2,0,Nov-2018,Aug-2004,899.18,11.3053,681,685,902.31,Jun-2019,1657.55,IL,299xx
Fully Paid,C,C3,Not Verified,major_purchase,36 months,w,10+ years,RENT,INDIVIDUAL,28292.00,217822.77,0.1005,2,3,13,0,2899.01,79.0097,15,0,0,Feb-2020,Nov-2005,979.50,27.3732,647,651,948.99,Feb-2020,3346.27,IL,150xx
Fully Paid,B,B5,Source Verified,vacation,36 months,f,10+ years,MORTGAGE,INDIVIDUAL,22432.00,44813.31,0.1221,0,2,1,1,30292.80,22.9319,2,1,0,Jun-2018,Dec-1989,680.79,10.2854,598,602,702.96,Sep-2019,60.17,GA,706xx
Fully Paid,C,C2,Source Verified,medical,60 months,f,10+ years,ANY,INDIVIDUAL,24133.00,161038.71,0.0329,2,0,15,1,24445.33,32.8177,40,1,0,Aug-2014,Oct-1985,450.06,6.6088,676,680,461.02,Aug-2014,90.49,NJ,371xx
Current,A,A2,Verified,debt_consolidation,36 months,f,5 years,ANY,INDIVIDUAL,2434.00,116500.96,0.0854,1,0,8,1,20839.48,49.6675,12,1,0,Jan-2017,Oct-1996,83.52,26.1437,702,706,81.54,Nov-2017,275.84,NY,109xx
Current,C,C3,Not Verified,home_improvement,36 months,f,< 1 year,MORTGAGE,JOINT,36244.00,63636.76,0.1255,3,0,10,0,4114.12,46.8190,33,6,0,Nov-2016,Apr-1998,1135.04,14.1557,607,611,1109.90,Nov-2017,1233.81,AZ,658xx
Default,A,A3,Source Verified,house,60 months,w,3 years,ANY,INDIVIDUAL,36898.00,158796.00,0.1720,1,2,2,0,19357.29,82.7373,14,5,1,Nov-2019,Jun-1991,879.05,23.8569,677,681,891.43,Mar-2020,3277.23,CA,915xx
Current,B,B4,Source Verified,medical,60 months,w,6 years,OWN,INDIVIDUAL,39029.00,189263.98,0.1380,1,1,11,0,8119.11,50.7053,28,2,0,Dec-2022,May-1992,906.81,21.8919,582,586,886.85,Dec-2023,1863.99,WA,919xx
Fully Paid,A,A2,Source Verified,renewable_energy,36 months,f,5 years,OWN,INDIVIDUAL,2740.00,25426.19,0.3452,1,0,18,0,10873.28,26.2447,19,3,0,May-2017,Feb-2000,85.95,14.3574,829,833,85.89,May-2018,25.31,GA,120xx
Current,B,B2,Verified,wedding,36 months,f,8 years,RENT,JOINT,30727.00,155380.85,0.2826,1,3,7,0,13922.68,39.2165,13,2,0,Dec-2018,Jun-1992,954.83,13.1869,646,650,956.35,Dec-2019,2328.02,TX,404xx
Fully Paid,C,C3,Verified,major_purchase,36 months,f,6 years,OWN,INDIVIDUAL,5383.00,57532.97,0.2333,0,2,14,1,22765.84,52.6145,21,5,0,Jul-2018,Nov-1997,169.19,14.6126,794,798,155.31,Aug-2018,182.66,IL,642xx
Fully Paid,B,B2,Verified,medical,36 months,f,6 years,OWN,JOINT,9287.00,63503.03,0.2394,1,1,3,1,21212.07,82.9422,22,4,0,Aug-2022,Oct-1999,297.99,17.2365,735,739,303.10,Dec-2023,916.93,GA,177xx
Current,B,B1,Source Verified,medical,36 months,f,5 years,ANY,JOINT,18971.00,229651.04,0.2715,0,3,10,1,3519.72,41.4604,11,1,0,Mar-2020,May-2008,653.64,26.7083,735,739,651.90,Aug-2021,721.30,CA,263xx
Fully Paid,D,D2,Verified,car,60 months,f,5 years,MORTGAGE,INDIVIDUAL,26368.00,229209.71,0.0985,0,5,14,1,26102.17,68.8381,43,5,0,Apr-2014,Mar-1987,618.19,22.5931,696,700,613.12,Mar-2015,1862.40,NY,332xx
Fully Paid,B,B5,Verified,renewable_energy,36 months,w,9 years,RENT,INDIVIDUAL,14864.00,114436.88,0.1501,0,1,1,0,5980.22,28.9690,25,1,0,Dec-2014,Jan-1985,448.71,9.6393,770,774,439.80,Jul-2015,90.29,AZ,415xx
Current,G,G1,Verified,moving,36 months,f,2 years,ANY,INDIVIDUAL,2370.00,102809.32,0.1364,2,2,10,1,11839.10,27.7254,16,2,0,Nov-2015,Feb-2005,76.54,18.0729,727,731,94.68,Dec-2016,122.02,NJ,950xx
Fully Paid,E,E3,Verified,house,36 months,w,9 years,OWN,INDIVIDUAL,6088.00,123688.22,0.2460,1,0,11,0,8380.77,40.6074,23,4,0,Nov-2015,Sep-2014,178.71,6.3088,669,673,183.90,May-2016,66.39,TX,281xx
Current,E,E4,Verified,small_business,60 months,w,10+ years,RENT,INDIVIDUAL,25047.00,92018.56,0.1458,1,1,7,0,14746.17,50.9896,21,0,0,May-2016,Nov-1995,586.69,22.5226,764,768,591.72,Jul-2016,1560.04,WA,598xx
Fully Paid,A,A5,Not Verified,medical,60 months,f,3 years,RENT,INDIVIDUAL,10939.00,196145.98,0.2431,0,1,13,0,13599.23,53.4737,39,0,0,Dec-2021,Sep-2003,230.72,14.7504,589,593,207.70,Nov-2022,960.60,AZ,774xx
Fully Paid,B,B3,Verified,home_improvement,36 months,f,5 years,ANY,JOINT,25673.00,18071.29,0.1759,1,4,11,1,26492.23,41.6793,37,2,0,Jun-2018,Apr-1988,749.45,5.6575,680,684,718.13,Jun-2019,337.45,GA,306xx
Current,A,A2,Source Verified,car,36 months,f,3 years,RENT,JOINT,31161.00,171453.50,0.1753,0,1,11,0,479.87,65.4031,36,1,0,Sep-2016,May-1996,922.73,7.3363,785,789,868.76,Sep-2017,621.68,WA,101xx
Current,A,A5,Verified,vacation,36 months,w,7 years,ANY,JOINT,25195.00,169688.26,0.2537,0,1,11,0,26878.65,46.7059,27,3,1,Jan-2022,Jun-1993,853.89,24.4537,687,691,863.77,Mar-2023,606.27,GA,277xx
Current,C,C1,Source Verified,wedding,36 months,w,7 years,OWN,JOINT,16752.00,170671.66,0.2439,1,2,10,0,16850.35,75.1355,31,1,0,Jul-2014,Jun-1985,546.18,19.3035,639,643,544.86,Jan-2015,543.92,TX,619xx
Fully Paid,A,A3,Verified,debt_consolidation,60 months,f,< 1 year,OWN,INDIVIDUAL,33012.00,234924.49,0.1805,1,6,10,0,13229.29,51.6656,39,2,0,Jul-2016,Oct-2002,629.06,7.9623,706,710,634.93,Nov-2016,658.61,CA,161xx
Fully Paid,A,A1,Not Verified,wedding,36 months,w,6 years,RENT,INDIVIDUAL,25585.00,165578.28,0.2329,1,5,11,0,17229.88,32.5231,35,5,0,May-2021,Nov-2016,813.01,15.9963,707,711,809.32,May-2021,2375.74,GA,526xx
Fully Paid,A,A2,Source Verified,small_business,36 months,f,9 years,RENT,JOINT,18835.00,235115.13,0.4366,1,2,2,1,3038.18,65.7620,15,2,0,Jun-2022,Apr-2015,556.02,6.9704,815,819,571.45,Oct-2023,322.18,GA,997xx
Fully Paid,C,C5,Source Verified,house,36 months,f,4 years,ANY,INDIVIDUAL,12726.00,199402.90,0.2045,2,1,7,0,28167.05,64.6480,30,3,0,Jan-2016,Feb-2004,410.65,17.9630,752,756,407.67,Jun-2016,9.85,NC,946xx
Fully Paid,C,C5,Verified,wedding,36 months,f,6 years,MORTGAGE,INDIVIDUAL,30897.00,34184.33,0.2018,1,3,7,0,31063.95,65.2821,17,1,0,Sep-2020,Mar-2013,1019.97,20.9363,688,692,1008.08,Feb-2021,12.27,NJ,339xx
Fully Paid,C,C4,Not Verified,small_business,60 months,f,10+ years,ANY,JOINT,35627.00,35871.58,0.1341,0,2,11,0,3967.08,48.3300,37,4,0,May-2018,Jun-2010,826.59,21.7814,666,670,821.27,Aug-2018,2018.53,IL,148xx
Current,C,C4,Source Verified,wedding,60 months,w,3 years,RENT,INDIVIDUAL,12436.00,176496.34,0.1652,1,2,1,1,140.84,33.9316,8,4,0,Apr-2014,Jul-2008,233.78,7.1078,799,803,251.23,Mar-2015,425.38,TX,286xx
Fully Paid,F,F3,Source Verified,wedding,36 months,w,4 years,MORTGAGE,JOINT,36714.00,230772.93,0.0594,1,2,9,0,23937.96,50.2283,19,0,0,May-2017,Jul-1987,1119.06,10.8110,785,789,1138.41,Jun-2017,1781.06,TX,234xx
Fully Paid,A,A1,Not Verified,wedding,36 months,f,2 years,OWN,INDIVIDUAL,29635.00,113160.85,0.1451,1,0,14,0,21494.46,58.5709,41,7,0,May-2018,Jun-2014,981.65,21.3874,704,708,977.03,Mar-2019,1489.68,FL,778xx
Fully Paid,A,A3,Not Verified,credit_card,36 months,f,4 years,OWN,INDIVIDUAL,34545.00,107315.23,0.1810,1,1,7,0,11609.54,32.8951,20,2,0,May-2017,Dec-2014,1095.69,15.7605,651,655,1080.23,Aug-2018,2103.68,NY,430xx
Current,C,C3,Source Verified,car,60 months,f,2 years,RENT,INDIVIDUAL,19576.00,177111.77,0.2034,0,2,1,1,9162.14,43.5142,2,1,1,Jun-2019,Jan-1999,384.02,9.8347,676,680,416.14,Jan-2020,420.12,NJ,311xx
Fully Paid,E,E4,Verified,vacation,60 months,w,4 years,OWN,INDIVIDUAL,28168.00,76204.53,0.3324,0,0,10,1,3109.94,56.0780,10,2,0,Jul-2017,May-2008,699.13,27.1777,735,739,731.43,Jan-2018,3423.92,NY,289xx
Current,E,E4,Not Verified,medical,36 months,w,2 years,OWN,INDIVIDUAL,28941.00,69478.47,0.2543,0,0,16,1,10799.34,37.3884,33,3,0,Sep-2018,Aug-2010,952.28,20.5055,730,734,949.89,Jan-2019,2474.26,IL,582xx
Current,E,E3,Source Verified,vacation,36 months,f,8 years,ANY,JOINT,1942.00,26231.41,0.2139,1,1,8,1,3165.28,52.7353,22,1,0,Oct-2022,Mar-2016,66.82,26.5150,773,777,94.39,Nov-2023,109.04,TX,241xx
Fully Paid,E,E1,Verified,renewable_energy,36 months,f,4 years,OWN,INDIVIDUAL,24143.00,195680.80,0.1800,1,3,2,1,8034.25,66.5550,15,1,0,Nov-2022,Mar-2003,815.01,23.9191,646,650,803.22,Jul-2023,1666.23,IL,585xx
Fully Paid,C,C4,Not Verified,car,36 months,w,8 years,MORTGAGE,INDIVIDUAL,22932.00,217588.98,0.1429,0,1,10,0,15326.51,31.2487,36,2,0,Oct-2016,Oct-1996,756.47,20.8395,639,643,761.24,Mar-2018,1232.02,WA,539xx
Fully Paid,A,A3,Verified,major_purchase,36 months,w,5 years,MORTGAGE,INDIVIDUAL,21382.00,140187.79,0.2007,2,2,14,1,49869.46,22.1490,22,4,0,Nov-2021,Jan-2017,718.38,23.2779,714,718,724.49,Nov-2022,436.04,WA,198xx
Fully Paid,C,C1,Verified,house,60 months,w,8 years,OWN,INDIVIDUAL,39949.00,208686.93,0.1995,0,3,10,0,5544.62,55.3897,10,6,0,Nov-2015,Jan-2007,991.77,27.1974,716,720,998.01,Apr-2017,3052.18,TX,803xx
Current,A,A3,Verified,home_improvement,36 months,f,2 years,MORTGAGE,INDIVIDUAL,1706.00,72435.19,0.0239,2,4,4,1,13170.41,32.9123,9,3,0,Apr-2018,Jun-1994,53.49,14.3148,792,796,61.83,Mar-2019,124.90,GA,960xx
Fully Paid,B,B1,Not Verified,moving,36 months,w,5 years,OWN,JOINT,25312.00,125372.89,0.1850,0,1,1,0,29864.20,80.4297,25,1,0,Dec-2017,Mar-2002,797.96,14.9887,778,782,772.28,May-2018,880.34,WA,141xx
Current,E,E2,Not Verified,car,60 months,w,5 years,OWN,JOINT,19689.00,69620.20,0.0364,2,3,3,0,451.30,49.7625,18,2,0,May-2021,Oct-2003,481.87,26.0240,736,740,475.35,Jan-2022,407.46,AZ,126xx
Fully Paid,C,C5,Source Verified,car,60 months,f,6 years,ANY,INDIVIDUAL,4181.00,109459.45,0.1839,3,1,14,0,4521.20,56.4236,23,0,0,Feb-2019,Mar-2015,97.52,22.1922,623,627,69.18,Mar-2020,249.05,GA,542xx
Fully Paid,A,A3,Not Verified,medical,36 months,w,9 years,MORTGAGE,JOINT,29901.00,109288.81,0.1383,1,2,5,0,3434.62,58.7398,30,1,1,Mar-2017,Jan-1990,933.58,13.7789,708,712,887.07,Oct-2017,1947.50,WA,214xx
Current,B,B2,Verified,renewable_energy,36 months,w,2 years,RENT,INDIVIDUAL,15818.00,31882.91,0.1353,1,5,4,0,33548.67,18.3808,8,1,0,Aug-2019,Dec-2006,529.77,22.8560,669,673,548.04,May-2020,1741.18,GA,243xx
Fully Paid,C,C3,Not Verified,renewable_energy,36 months,w,< 1 year,OWN,JOINT,31602.00,73703.86,0.1524,0,1,12,1,18842.63,56.2130,27,0,0,Nov-2018,Aug-2001,1085.67,26.3073,694,698,1087.30,Feb-2020,2392.34,AZ,473xx
Current,C,C1,Source Verified,home_improvement,36 months,f,6 years,RENT,JOINT,18886.00,125397.96,0.2985,2,2,15,1,878.07,59.3562,20,1,0,Feb-2020,Apr-2004,554.50,6.3304,591,595,542.20,Dec-2020,561.20,TX,495xx
Current,A,A3,Verified,major_purchase,60 months,f,9 years,OWN,INDIVIDUAL,33191.00,40821.27,0.1733,0,3,4,1,11985.00,62.2657,9,1,0,Jan-2018,Mar-1996,783.81,23.1611,818,822,795.08,Nov-2018,1876.21,WA,380xx
Fully Paid,E,E1,Verified,moving,36 months,f,< 1 year,OWN,JOINT,30808.00,181288.30,0.2729,0,3,24,0,19038.91,65.2421,32,3,0,Jan-2022,Apr-2005,918.84,8.1884,802,806,910.79,Aug-2022,43.43,CA,679xx
Fully Paid,A,A3,Verified,moving,36 months,w,5 years,MORTGAGE,INDIVIDUAL,29752.00,124771.01,0.3180,0,6,12,2,18542.29,75.4148,24,6,0,Sep-2019,Mar-1990,919.22,12.4731,784,788,921.86,Apr-2020,493.07,TX,204xx
Fully Paid,D,D4,Verified,house,36 months,f,2 years,ANY,JOINT,6500.00,20457.82,0.2541,3,3,3,1,22103.40,75.2180,4,2,0,Jan-2016,Aug-1988,193.45,7.9368,825,829,214.14,Mar-2016,92.36,NJ,396xx
Current,A,A4,Not Verified,vacation,36 months,f,2 years,MORTGAGE,INDIVIDUAL,15716.00,210283.03,0.1636,3,0,15,0,15341.08,90.8192,16,5,0,Jul-2016,Jan-1997,524.42,22.3631,608,612,548.18,Apr-2017,1420.21,WA,605xx
Fully Paid,D,D4,Not Verified,renewable_energy,36 months,f,2 years,ANY,INDIVIDUAL,2455.00,80392.52,0.0587,1,1,19,1,17017.11,83.4707,29,1,0,Jul-2020,Feb-1997,76.15,12.9603,806,810,83.00,Apr-2021,122.03,GA,679xx
Current,A,A3,Source Verified,other,36 months,w,6 years,RENT,INDIVIDUAL,2867.00,73486.57,0.2714,1,3,15,0,33156.74,41.9437,26,3,0,Apr-2022,Oct-2001,85.90,8.7359,802,806,96.74,Nov-2022,115.94,NY,229xx
Fully Paid,A,A5,Not Verified,small_business,36 months,f,3 years,RENT,JOINT,20093.00,59061.80,0.1447,0,0,8,0,32722.81,27.9536,31,1,0,Oct-2022,Dec-2017,661.42,20.5597,667,671,660.69,Nov-2022,2179.86,FL,132xx
Fully Paid,F,F3,Not Verified,house,36 months,w,5 years,MORTGAGE,INDIVIDUAL,15605.00,225862.78,0.1203,1,2,4,1,1781.20,49.1861,9,4,0,Jul-2022,Jul-1994,507.55,18.9882,713,717,512.00,Nov-2023,1576.88,WA,505xx
Current,B,B5,Source Verified,moving,36 months,f,9 years,RENT,JOINT,26975.00,122146.43,0.1146,1,3,9,1,8335.47,43.8937,29,6,0,Jan-2020,Nov-2006,915.99,24.7175,712,716,887.26,May-2020,3247.70,FL,787xx
Current,A,A2,Source Verified,credit_card,36 months,f,6 years,OWN,INDIVIDUAL,4328.00,233219.41,0.0926,0,1,1,1,13019.17,48.0067,13,4,0,Feb-2021,Jan-1991,149.26,26.8350,582,586,146.20,Jan-2022,188.24,NY,685xx
Current,B,B5,Verified,credit_card,36 months,w,9 years,MORTGAGE,INDIVIDUAL,15996.00,138544.53,0.2282,0,3,2,1,11109.57,51.6238,8,3,0,Sep-2019,Jan-2010,509.81,16.3739,581,585,524.99,Feb-2021,269.26,FL,217xx
Fully Paid,A,A4,Verified,credit_card,36 months,f,5 years,OWN,INDIVIDUAL,5538.00,70198.50,0.3070,1,1,11,1,35058.28,24.8333,20,4,0,Dec-2022,Jan-2018,161.83,5.7787,803,807,170.16,May-2023,83.09,GA,421xx
Fully Paid,B,B4,Verified,credit_card,60 months,f,10+ years,MORTGAGE,JOINT,20564.00,70429.97,0.1217,0,2,8,1,11929.57,55.2062,25,3,0,Aug-2021,Jul-1995,397.08,8.8090,705,709,410.11,Aug-2022,266.73,TX,366xx
Current,D,D1,Not Verified,other,36 months,f,10+ years,MORTGAGE,INDIVIDUAL,6365.00,175594.43,0.2643,3,0,8,1,18431.19,64.5716,12,2,0,Oct-2019,Jan-1993,189.09,7.7185,807,811,180.52,Mar-2020,130.14,AZ,769xx
Current,C,C2,Verified,home_improvement,36 months,f,4 years,MORTGAGE,INDIVIDUAL,26107.00,81931.38,0.1524,1,1,18,1,20378.21,11.2794,20,3,0,Jan-2021,Jun-2019,773.95,7.4697,757,761,768.65,Jan-2022,464.27,AZ,230xx
Current,D,D3,Verified,wedding,60 months,f,10+ years,MORTGAGE,JOINT,25166.00,66557.54,0.2908,1,2,11,2,10518.13,18.4682,19,0,0,Aug-2019,Mar-2000,485.39,8.7357,673,677,485.57,Apr-2020,1291.95,NJ,318xx
